fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Innis Gaines,24,FS,73,Packers,61,51,84,85,79,89,S_RunSupport,44,52,14,38,58,60,67,78,TCU,10,41,Innis,74,53,87,launch-ratings,38,61,24,22,34,Gaines,19,63,13,35,35,25,6,62,GainesInnis_21946,8/29/98,Right,0,32,68,21946,77,12,35,35,18,Default Stride Loose,15,0,65,55,85,published,33,60,64,20,6,6,6,6,27,15,880000,77,43,203,1,67
J.C. Hassenauer,26,C,74,Steelers,61,73,64,55,69,66,C_Agile,10,29,12,6,40,15,30,51,Alabama,5,10,J.C.,20,78,85,launch-ratings,60,10,12,16,10,Hassenauer,79,11,5,68,64,66,6,26,HassenauerJC_13490,9/15/95,Right,9795,10,10,13490,35,15,67,63,65,Default Stride Awkward,15,0,15,10,83,published,10,84,35,29,6,6,6,6,31,13,900000,84,21,295,4,19
Jace Whittaker,27,CB,70,Cardinals,61,53,88,86,90,92,CB_MantoMan,73,50,22,55,63,56,61,85,Arizona,18,32,Jace,56,45,85,launch-ratings,39,75,10,11,60,Whittaker,15,63,22,23,23,26,15,56,WhittakerJace_21218,7/16/95,Right,1541,21,63,21218,70,37,15,15,18,Default Stride Loose,30,0,62,67,87,published,50,55,57,7,6,6,10,15,22,17,1070000,82,38,185,2,60
Jack Heflin,24,LE,76,Packers,61,65,61,65,72,70,DE_RunStopper,24,75,12,13,34,14,25,60,Iowa,3,52,Jack,76,80,89,launch-ratings,96,17,14,17,9,Heflin,29,18,6,46,46,46,6,63,HeflinJack_21875,3/8/98,Right,754,64,13,21875,71,15,48,48,48,Default Stride Awkward,13,0,21,17,70,published,25,83,74,20,6,6,6,6,15,12,1000000,81,29,306,1,24
Jack Anderson,23,RG,77,Eagles,61,68,63,55,73,72,G_Power,10,15,12,15,20,15,12,52,Texas Tech,5,10,Jack,12,82,85,launch-ratings,76,10,16,19,10,Anderson,78,10,5,60,64,62,6,10,AndersonJack_21543,10/12/98,Right,1629,10,10,21543,23,10,61,67,64,Default Stride Awkward,10,20000,10,10,82,published,10,84,20,13,6,6,6,6,17,12,820000,92,13,314,1,11
Jaivon Heiligh,22,WR,73,Bengals,61,56,85,79,86,88,WR_Slot,75,18,16,68,74,79,79,74,Coastal Carolina,61,10,Jaivon,29,41,91,launch-ratings,15,73,14,15,55,Heiligh,23,16,67,22,24,35,6,17,HeilighJaivon_22082,9/2/99,Right,0,10,15,22082,26,57,24,28,43,Default Stride Loose,70,20000,74,66,85,published,56,56,31,2,6,10,15,10,29,16,2560000,83,46,202,0,15
James Hudson III,23,LT,76,Browns,61,70,61,51,71,66,OT_Power,10,45,12,15,35,24,34,52,Cincinnati,5,39,James,56,86,90,launch-ratings,66,10,16,23,14,Hudson III,84,12,5,62,66,64,6,51,HudsonIIIJames_21652,5/13/99,Right,764,49,10,21652,54,15,71,67,69,Default Stride Awkward,15,780000,26,10,83,published,10,83,48,5,6,6,6,6,24,11,3490000,89,15,313,1,15
Jamil Douglas,30,LG,76,Giants,61,74,61,63,72,63,G_Power,15,21,12,11,25,15,38,54,Arizona St.,5,15,Jamil,21,80,88,launch-ratings,77,20,25,25,10,Douglas,83,12,5,60,64,61,6,10,DouglasJamil_2610,2/28/92,Right,7091,15,10,2610,21,20,64,62,63,Default Stride Awkward,10,350000,15,22,80,published,15,86,34,16,6,6,6,6,24,10,700000,65,29,308,7,15
Jared Hocker,24,RG,77,Jaguars,61,62,60,63,74,64,G_Power,21,32,10,19,19,12,15,53,Texas AM,5,15,Jared,29,83,86,launch-ratings,70,10,10,11,10,Hocker,72,10,5,59,67,63,6,22,HockerJared_22561,7/11/98,Right,0,21,10,22561,22,15,62,68,65,Default Stride Awkward,15,0,15,10,78,published,18,86,21,17,6,6,6,6,20,10,710000,76,20,325,1,10
Jarren Williams,25,CB,71,Giants,61,55,93,86,84,91,CB_MantoMan,69,37,20,62,62,51,60,81,Albany,19,30,Jarren,54,42,87,launch-ratings,34,75,18,14,57,Williams,21,63,24,35,35,35,6,53,WilliamsJarren_22018,7/18/97,Right,0,25,54,22018,71,26,35,35,35,Default Stride Loose,26,0,55,71,85,published,31,53,54,16,6,6,6,6,30,12,830000,72,33,190,2,64
Jason Spriggs,28,LG,78,Colts,61,75,72,60,77,71,G_Agile,13,27,12,9,32,22,26,55,Indiana,6,28,Jason,36,76,87,launch-ratings,76,15,17,20,9,Spriggs,76,11,9,65,70,67,6,18,SpriggsJason_17690,5/17/94,Right,8223,35,9,17690,29,22,65,58,63,Default Stride Awkward,19,0,20,13,82,published,19,84,31,10,6,6,6,6,22,13,900000,95,24,301,6,13
Jeremiah Hall,23,FB,74,Giants,61,50,74,77,80,84,FB_Utility,72,43,12,55,78,67,72,70,Oklahoma,43,20,Jeremiah,52,52,90,launch-ratings,27,67,16,15,35,Hall,65,15,51,45,49,58,10,35,HallJeremiah_22248,11/6/98,Right,1749,18,14,22248,45,55,43,47,53,Default,56,20000,64,64,83,published,64,71,44,16,18,21,24,10,28,13,2560000,88,74,248,0,15
Jesper Horsted,25,TE,75,Raiders,61,68,80,75,80,82,TE_VerticalThreat,60,35,27,48,71,77,79,72,Princeton,54,17,Jesper,27,63,87,launch-ratings,80,62,17,20,28,Horsted,46,14,58,55,51,57,26,23,HorstedJesper_20894,2/27/97,Right,370,17,16,20894,40,64,53,48,54,Default,62,0,79,56,80,published,54,69,34,23,27,29,32,32,36,27,900000,79,59,237,3,20
John Lovett,26,TE,74,Dolphins,61,60,83,83,78,87,TE_VerticalThreat,67,15,56,60,73,72,77,75,Princeton,51,15,John,42,68,85,launch-ratings,46,70,22,30,30,Lovett,60,12,53,51,54,56,60,20,LovettJohn_21415,4/25/96,Right,1476,15,10,21415,35,61,50,53,58,Default Stride Loose,60,0,79,63,80,published,63,70,35,12,61,59,62,62,74,58,1070000,87,66,234,3,15
Keith Smith,30,FB,72,Falcons,61,76,74,81,76,69,FB_Utility,55,49,12,42,75,48,62,68,San Jose St.,35,62,Keith,71,59,90,launch-ratings,40,64,20,20,10,Smith,73,62,43,35,39,63,6,59,SmithKeith_2365,4/8/92,Right,7605,55,73,2365,75,47,47,53,59,Default,53,1460000,41,55,79,published,58,76,73,14,6,6,6,6,25,16,2850000,74,59,240,8,69
Keith Ismael,24,C,75,Commanders,61,73,61,52,78,69,C_Agile,12,16,12,9,20,20,26,57,San Diego St.,6,10,Keith,20,81,85,launch-ratings,60,13,12,14,10,Ismael,82,10,10,66,62,64,6,24,IsmaelKeith_20973,7/25/98,Right,377,10,10,20973,29,25,70,66,68,Default Stride Awkward,20,0,25,10,84,published,10,83,35,26,6,6,6,6,33,10,900000,90,22,309,2,13
Kendal Vickers,27,LE,75,Raiders,61,61,71,65,74,79,DE_PowerRusher,10,64,12,15,40,15,36,58,Tennessee,2,61,Kendal,77,77,85,launch-ratings,95,33,11,14,10,Vickers,12,15,3,45,45,45,6,59,VickersKendal_13548,5/23/95,Right,9949,69,25,13548,78,29,45,45,45,Default Stride Awkward,10,0,15,25,71,published,10,75,76,23,6,6,6,6,10,10,900000,80,25,295,4,25
Kevin Strong,26,LE,76,Titans,61,61,64,57,75,69,DE_RunStopper,22,72,12,22,30,22,43,51,UTSA,12,59,Kevin,81,81,81,launch-ratings,97,11,15,25,10,Strong,11,25,14,45,45,45,6,63,StrongKevin_20852,8/5/96,Right,594,67,21,20852,78,15,45,45,45,Default Stride Awkward,15,0,29,15,69,published,34,80,78,30,6,6,6,6,20,15,970000,82,35,295,3,29
Kevin Harris,21,HB,70,Patriots,61,67,85,77,86,87,HB_ElusiveBack,76,31,26,76,90,47,66,78,South Carolina,39,11,Kevin,33,41,85,launch-ratings,27,75,15,19,37,Harris,40,15,48,31,35,48,15,12,HarrisKevin_22328,11/17/00,Right,1757,11,10,22328,41,45,24,30,40,Default,55,200000,47,67,80,published,62,75,33,22,15,25,35,15,26,16,3490000,82,78,222,0,20
Kevin Austin Jr,22,WR,74,Jaguars,61,48,91,91,92,95,WR_DeepThreat,73,34,23,65,71,76,75,85,Notre Dame,60,11,Kevin,44,49,85,launch-ratings,80,69,22,23,50,Austin Jr,30,38,62,19,21,40,6,42,AustinJrKevin_22354,3/30/00,Right,1151,11,43,22354,39,72,21,26,49,Default Stride Loose,63,30000,75,64,82,published,50,67,38,17,6,10,15,10,32,21,2550000,87,38,209,0,34
Kiondre Thomas,24,CB,72,Packers,61,52,91,85,89,92,CB_MantoMan,62,45,14,55,60,44,56,83,Kansas State,11,40,Kiondre,59,45,90,launch-ratings,43,72,12,17,45,Thomas,18,63,14,35,35,35,6,53,ThomasKiondre_22572,2/7/98,Right,0,33,67,22572,74,30,35,35,35,Default Stride Loose,24,0,53,65,83,published,34,54,53,20,6,6,6,6,36,10,830000,75,34,186,1,63
Kyler McMichael,22,CB,72,Buccaneers,61,53,89,85,94,88,CB_MantoMan,62,42,15,45,60,53,57,79,North Carolina,28,41,Kyler,74,48,91,launch-ratings,37,66,15,18,25,McMichael,15,62,35,35,35,35,6,55,McMichaelKyler_22266,3/22/00,Right,0,33,79,22266,72,30,35,35,35,Default Stride Loose,40,30000,55,60,85,published,38,60,63,6,6,6,6,6,21,14,2570000,87,44,200,0,65
Kyron Brown,26,CB,73,Cowboys,61,55,86,80,90,92,CB_MantoMan,69,49,23,59,60,49,66,76,Akron,10,31,Kyron,61,46,87,launch-ratings,26,73,15,18,45,Brown,13,65,18,35,35,35,17,54,BrownKyron_20892,5/26/96,Right,183,27,72,20892,70,19,35,35,35,Default Stride Loose,23,0,65,65,85,published,36,58,54,11,10,15,20,16,28,19,1070000,82,27,195,3,61
Luke Tenuta,23,LT,80,Bills,61,70,59,60,78,64,OT_Agile,15,57,12,11,35,15,34,55,Virginia Tech,5,43,Luke,47,75,90,launch-ratings,67,10,13,21,10,Tenuta,83,10,5,72,65,68,6,42,TenutaLuke_22467,9/1/99,Right,1972,54,10,22467,51,15,66,64,65,Long Stride Awkward,20,160000,15,10,82,published,19,81,49,3,6,6,6,6,23,8,3650000,75,25,314,0,12
Malik Davis,23,HB,70,Cowboys,61,53,85,82,93,92,HB_ElusiveBack,77,31,22,71,87,63,70,83,Florida,50,10,Malik,33,44,91,launch-ratings,34,75,10,14,64,Davis,30,12,60,37,34,55,10,16,DavisMalik_22566,11/26/98,Right,0,10,12,22566,38,44,17,15,30,Default,64,10000,64,70,83,published,64,54,34,11,13,17,20,15,24,13,2560000,76,63,202,0,15
Mark Gilbert,25,CB,72,Lions,61,53,90,80,84,93,CB_MantoMan,61,42,10,50,57,55,67,81,Duke,10,35,Mark,46,43,82,launch-ratings,29,70,13,18,55,Gilbert,18,65,14,35,35,25,6,52,GilbertMark_21449,6/1/97,Right,871,27,62,21449,68,22,35,35,25,Default Stride Loose,20,0,66,65,85,published,37,55,51,19,6,6,6,6,26,10,820000,77,33,186,1,60
Marquise Copeland,25,RE,74,Rams,61,60,72,65,75,68,DE_PowerRusher,41,67,12,26,40,40,49,53,Cincinnati,27,53,Marquise,75,80,87,launch-ratings,93,41,15,16,12,Copeland,33,27,31,45,45,45,6,62,CopelandMarquise_21355,5/9/97,Right,1411,66,21,21355,77,20,45,45,45,Default Stride Awkward,35,0,46,32,74,published,42,84,79,24,6,6,6,6,26,11,830000,86,42,287,3,33
Matt Farniok,24,C,77,Cowboys,61,70,66,71,80,72,C_Power,18,23,12,14,23,11,24,55,Nebraska,11,21,Matt,31,75,90,launch-ratings,68,12,18,24,10,Farniok,75,11,12,65,66,65,5,31,FarniokMatt_21826,9/26/97,Right,732,21,10,21826,31,17,65,68,67,Default Stride Awkward,13,100000,22,18,82,published,21,85,26,11,5,5,5,5,27,10,3490000,80,33,311,1,11
Michael Griffin II,23,SS,71,Titans,61,54,87,88,97,91,S_Zone,64,52,23,46,62,54,66,84,S. Dakota St.,23,53,Michael,78,61,89,launch-ratings,32,65,21,21,35,Griffin II,20,53,28,35,35,35,16,56,GriffinIIMichael_22574,6/22/99,Right,0,43,55,22574,78,35,35,35,35,Default Stride Loose,32,0,60,56,83,published,41,60,63,30,24,28,34,27,64,17,2570000,79,39,213,0,62
Nick Ford,22,C,77,Jaguars,61,66,55,56,66,60,C_Power,17,24,10,8,21,11,22,51,Utah,5,10,Nick,30,79,90,launch-ratings,77,10,10,10,10,Ford,75,10,7,61,67,64,6,10,FordNick_22125,10/9/99,Right,0,10,10,22125,25,10,73,71,72,Long Stride Awkward,12,10000,13,10,80,published,25,86,25,17,6,6,6,6,17,10,2560000,83,25,310,0,10
Rashad Smith,25,MLB,73,Falcons,61,57,82,80,85,88,MLB_PassCoverage,42,60,15,22,62,52,69,74,FAU,5,54,Rashad,79,71,91,launch-ratings,59,42,12,18,10,Smith,20,58,5,45,45,45,6,53,SmithRashad_21258,4/20/97,Right,0,49,44,21258,78,13,45,45,45,Long Stride Default,15,0,55,32,81,published,33,70,76,14,6,6,6,6,22,10,1000000,85,38,217,2,65
Robert Jackson,25,CB,73,Ravens,61,54,90,82,89,90,CB_MantoMan,57,48,10,41,57,40,60,81,UNLV,12,35,Robert,44,45,84,launch-ratings,17,63,14,15,30,Jackson,15,64,19,35,35,35,6,52,JacksonRobert_13502,10/9/96,Right,134,32,67,13502,65,45,35,35,35,Default Stride Loose,29,0,53,60,87,published,38,59,51,25,6,6,6,6,25,12,1140000,78,31,207,4,60
Roderick Johnson,26,LT,78,Chiefs,61,65,74,56,73,73,OT_Agile,25,37,12,14,23,15,27,48,Florida State,5,18,Roderick,41,79,90,launch-ratings,71,28,17,23,11,Johnson,80,12,5,64,59,60,6,10,JohnsonRod_12585,11/28/95,Right,8607,27,10,12585,33,12,72,67,69,Default Stride Awkward,10,0,12,17,82,published,32,84,36,9,6,6,6,6,25,10,1140000,86,34,306,5,12
Shaun Bradley,25,MLB,73,Eagles,61,61,87,80,79,90,MLB_RunStopper,58,61,22,38,60,40,58,75,Temple,14,53,Shaun,83,68,90,launch-ratings,54,67,12,17,30,Bradley,17,59,22,45,45,45,10,59,BradleyShaun_21343,4/8/97,Right,176,46,46,21343,80,15,45,45,45,Long Stride Loose,36,160000,45,55,80,published,45,67,77,13,12,17,22,15,21,14,3300000,85,49,240,2,55
Stanford Samuels III,23,CB,73,Raiders,61,58,85,83,81,87,CB_MantoMan,58,56,11,58,59,54,63,85,Florida State,10,43,Stanford,58,54,89,launch-ratings,49,68,17,18,50,Samuels III,20,65,14,34,33,33,6,56,SamuelsIIIStanford_21014,2/23/99,Right,561,38,71,21014,71,21,34,33,34,Long Stride Loose,24,0,60,60,87,published,33,58,55,23,6,6,6,6,27,13,710000,83,33,187,2,62
Sterling Weatherford,23,ROLB,76,Colts,61,64,86,86,86,91,OLB_RunStopper,59,63,21,56,64,56,66,78,Miami Univ.,25,48,Sterling,86,66,91,launch-ratings,55,65,15,21,35,Weatherford,28,58,30,33,33,33,15,68,WeatherfordSterling_22235,1/26/99,Right,0,40,65,22235,70,36,34,34,34,Long Stride Default,34,10000,62,57,87,published,50,71,66,10,10,10,15,17,25,9,2560000,78,46,224,0,63
T.J. Vasher,24,WR,77,Cowboys,61,56,87,79,88,89,WR_Physical,72,29,24,66,74,77,76,74,Texas Tech,61,10,T.J.,38,50,85,launch-ratings,16,69,13,17,35,Vasher,36,15,62,27,32,42,6,13,VasherTJ_21758,8/29/98,Right,0,10,34,21758,35,63,38,34,53,Long Stride Loose,64,0,85,62,84,published,58,63,32,11,6,10,15,10,25,12,1580000,86,61,210,1,22
Tanzel Smart,27,DT,73,Jets,61,65,65,62,68,66,DT_SpeedRusher,24,62,12,12,26,24,32,56,Tulane,5,73,Tanzel,79,81,85,launch-ratings,79,23,11,17,10,Smart,11,18,9,45,45,45,6,64,SmartTanzel_12703,11/6/94,Right,8728,62,10,12703,75,15,45,45,45,Default Stride Awkward,16,0,18,14,66,published,34,82,74,18,6,6,6,6,14,16,1070000,78,35,295,5,27
Thayer Munford,22,LT,78,Raiders,61,72,59,55,58,69,OT_Power,23,22,10,10,23,10,24,48,Ohio State,6,10,Thayer,27,74,87,launch-ratings,77,10,11,12,10,Munford,75,8,8,67,74,70,6,15,MunfordThayer_21844,9/18/99,Right,1861,10,10,21844,19,12,67,62,65,Long Stride Awkward,10,80000,15,10,79,published,17,82,25,23,6,8,10,6,26,7,3670000,85,22,320,0,8
Trevor Siemian,30,QB,75,Bears,61,68,72,69,78,75,QB_FieldGeneral,68,25,34,51,62,16,45,62,Northwestern,10,5,Trevor,27,14,85,launch-ratings,15,60,15,20,5,Siemian,10,7,10,21,21,21,78,23,SiemianTrevor_2691,12/26/91,Right,7805,5,9,2691,34,13,19,19,14,Default,10,1640000,17,54,69,published,35,59,31,1,75,75,81,68,82,76,2370000,77,33,220,6,7
Tyler Davis,25,TE,76,Packers,61,68,82,77,79,86,TE_Possession,65,43,39,46,76,77,77,70,Georgia Tech,48,26,Tyler,41,62,87,launch-ratings,84,57,13,17,45,Davis,50,15,55,55,54,56,46,30,DavisTyler_24428,4/2/97,Right,1419,21,21,24428,43,62,54,51,54,Long Stride Default,60,0,76,50,82,published,54,74,45,20,46,51,58,50,61,44,900000,86,57,252,2,23
Vernon Scott,24,FS,74,Packers,61,58,88,82,86,90,S_Zone,59,53,10,42,57,51,63,83,TCU,10,48,Vernon,76,53,86,launch-ratings,36,70,21,21,40,Scott,19,59,10,35,35,35,6,56,ScottVernon_24433,9/11/97,Right,1517,42,62,24433,74,15,35,35,35,Default Stride Loose,20,80000,60,63,86,published,55,65,65,20,6,6,6,6,22,20,3300000,75,40,202,2,63
Victor Dimukeje,22,LOLB,74,Cardinals,61,67,78,76,86,78,OLB_PowerRusher,34,62,12,20,40,28,45,68,Duke,2,56,Victor,74,82,90,launch-ratings,52,34,20,30,10,Dimukeje,11,30,3,45,45,45,6,65,DimukejeVictor_21869,11/18/99,Right,0,65,25,21869,75,13,45,45,45,Short Stride Loose,10,160000,34,29,80,published,39,82,75,7,6,6,6,6,10,13,3490000,87,33,262,1,41
Yodny Cajuste,26,RT,77,Patriots,61,71,64,59,62,59,OT_Agile,10,35,12,7,38,25,22,50,West Virginia,5,15,Yodny,33,82,81,launch-ratings,72,10,21,22,10,Cajuste,82,13,5,65,63,64,6,20,CajusteYodny_20360,2/21/96,Right,9411,25,10,20360,29,40,69,66,68,Default Stride Awkward,15,810000,15,10,82,published,19,88,36,22,6,6,6,6,30,10,2670000,84,23,308,3,15
Zach Davidson,24,TE,79,Vikings,61,56,84,84,87,81,TE_VerticalThreat,68,38,38,54,71,75,78,77,Central Missouri,55,10,Zach,29,61,92,launch-ratings,40,71,65,79,20,Davidson,49,12,58,53,47,55,50,19,DavidsonZach_21770,7/15/98,Right,999,10,10,21770,38,59,55,51,56,Default,63,0,73,64,80,published,58,71,38,31,43,48,55,57,71,45,710000,84,61,251,1,15
Blaine Gabbert,32,QB,76,Buccaneers,60,67,79,77,81,73,QB_Scrambler,75,25,73,53,50,15,28,73,Missouri,12,10,Blaine,15,21,90,launch-ratings,11,67,22,22,10,Gabbert,11,11,14,19,15,24,73,32,GabbertBlaine_10435,10/15/89,Right,4367,10,10,10435,30,15,11,11,20,Default,15,1750000,15,64,68,published,46,66,26,6,72,75,82,74,83,68,500000,88,30,235,11,30
Bobby Price,24,CB,75,Lions,60,51,91,88,96,92,CB_Zone,62,50,15,42,58,52,63,87,Norfolk State,10,42,Bobby,81,52,87,launch-ratings,27,73,11,14,40,Price,20,52,15,35,35,35,6,49,PriceBobby_21984,4/25/98,Right,1645,40,68,21984,78,20,35,35,35,Long Stride Loose,20,0,61,64,87,published,42,70,60,19,6,6,6,6,23,18,900000,84,38,208,3,62
Breiden Fehoko,25,LE,75,Chargers,60,65,72,59,78,80,DE_PowerRusher,19,66,12,21,43,36,42,52,LSU,6,52,Breiden,67,81,88,launch-ratings,96,35,24,29,10,Fehoko,21,15,7,45,45,45,6,58,FehokoBreiden_21941,10/15/96,Right,865,62,25,21941,73,26,45,45,45,Default Stride Awkward,10,0,39,25,73,published,28,87,72,8,6,6,10,6,11,10,820000,78,30,300,2,20
Brenden Jaimes,23,RG,78,Chargers,60,70,66,69,75,70,G_Agile,15,21,12,5,24,14,21,55,Nebraska,5,12,Brenden,24,72,93,launch-ratings,64,10,21,20,10,Jaimes,73,8,5,70,62,66,6,10,JaimesBrenden_21653,5/28/99,Right,858,10,10,21653,29,13,63,59,61,Default Stride Awkward,10,320000,16,10,79,published,10,82,32,8,6,6,6,6,14,10,3480000,77,18,300,1,10
Brock Wright,23,TE,77,Lions,60,64,82,73,78,89,TE_Possession,59,35,13,45,72,70,77,73,Notre Dame,48,10,Brock,26,68,85,launch-ratings,89,58,21,22,10,Wright,56,11,53,55,57,57,6,16,WrightBrock_21959,11/27/98,Right,1102,10,13,21959,34,58,57,61,60,Long Stride Default,60,0,71,48,83,published,51,79,43,19,6,10,15,10,26,10,830000,83,55,255,1,14
Caleb Johnson,24,MLB,74,Bears,60,56,81,79,89,85,MLB_PassCoverage,57,55,10,36,57,54,63,76,Houston Baptist,13,54,Caleb,72,62,87,launch-ratings,92,60,17,20,35,Johnson,10,57,18,35,35,35,6,58,JohnsonCaleb_21985,7/28/98,Right,919,42,66,21985,76,23,35,35,35,Default Stride Loose,22,10000,55,52,84,published,36,67,77,1,6,6,6,6,30,11,2420000,67,29,227,1,65
Chris Jones,27,CB,72,Raiders,60,58,86,83,83,86,CB_MantoMan,55,45,16,47,62,37,55,81,Nebraska,10,42,Chris,45,47,82,launch-ratings,41,69,12,19,45,Jones,20,67,11,35,35,35,6,56,JonesChris_13409,8/13/95,Right,8951,33,67,13409,67,15,35,35,35,Short Stride Default,15,0,61,65,86,published,30,54,46,23,6,6,6,6,22,10,900000,93,29,200,4,62
Chris Slayton,26,LE,76,Packers,60,55,68,69,72,70,DE_PowerRusher,10,67,12,14,27,15,25,59,Syracuse,3,57,Chris,76,78,89,launch-ratings,60,10,11,15,10,Slayton,36,21,7,45,45,45,6,57,SlaytonChris_20557,8/6/96,Right,9630,66,16,20557,74,15,45,45,45,Default Stride Awkward,15,0,15,10,69,published,10,86,77,20,6,6,6,6,18,10,710000,84,23,307,4,27
Dan Chisena,25,WR,75,Vikings,60,52,95,89,86,92,WR_DeepThreat,68,50,22,62,67,71,75,87,Penn State,62,10,Dan,60,56,86,launch-ratings,85,72,11,11,40,Chisena,36,20,59,22,24,42,6,36,ChisenaDan_21392,2/25/97,Right,1409,10,10,21392,63,62,31,37,54,Long Stride Default,61,0,76,66,86,published,49,57,59,31,6,10,15,10,30,21,890000,80,54,202,2,25
Daniel Ekuale,28,RE,75,Patriots,60,60,64,66,77,71,DE_RunStopper,10,69,12,15,37,15,35,52,Wash. St.,2,56,Daniel,80,80,85,launch-ratings,95,35,20,21,10,Ekuale,12,15,3,45,45,45,6,61,EkualeDaniel_13552,1/13/94,Right,9765,66,25,13552,76,26,45,45,45,Default Stride Awkward,10,80000,15,25,72,published,10,81,76,22,6,6,6,6,10,10,1200000,79,25,300,4,25
Derrek Tuszka,26,ROLB,77,Steelers,60,52,79,88,81,86,OLB_SpeedRusher,52,63,16,39,59,45,62,74,North Dakota St.,19,61,Derrek,80,77,89,launch-ratings,48,61,41,45,20,Tuszka,27,43,26,45,45,45,6,55,TuszkaDerrek_21240,7/11/96,Right,630,65,39,21240,75,34,45,45,45,Long Stride Default,32,0,47,54,74,published,53,78,72,29,6,6,6,6,29,10,900000,87,46,246,2,52
Devon Williams,22,WR,77,Ravens,60,59,84,85,82,89,WR_DeepThreat,75,39,62,66,76,71,81,78,Oregon,63,28,Devon,50,52,90,launch-ratings,17,68,17,16,35,Williams,26,35,64,20,28,35,47,39,WilliamsDevon_22374,7/6/00,Right,2032,24,34,22374,48,65,23,34,53,Long Stride Default,63,30000,82,63,80,published,71,59,47,25,43,46,51,61,58,36,2570000,80,63,211,0,44
Dorian Etheridge,23,MLB,75,Falcons,60,56,76,77,84,88,MLB_RunStopper,47,60,12,41,54,42,50,69,Louisville,12,50,Dorian,76,75,92,launch-ratings,48,52,19,15,30,Etheridge,20,46,15,45,45,45,15,64,EtheridgeDorian_21990,11/21/98,Right,863,45,57,21990,80,26,45,45,45,Default Stride Loose,21,0,45,45,85,published,41,71,78,14,10,10,15,15,25,13,1000000,79,40,230,1,55
Easton Stick,25,QB,73,Chargers,60,55,85,91,78,88,QB_Scrambler,78,23,74,69,65,22,27,87,North Dakota St.,14,10,Easton,20,22,93,launch-ratings,2,70,28,29,10,Stick,14,11,16,13,13,14,78,17,StickEaston_20335,9/15/96,Right,9640,10,10,20335,30,16,12,16,21,Default,21,280000,18,68,79,published,43,65,23,8,73,71,78,77,83,70,2520000,90,56,224,3,17
Elijah Campbell,27,CB,71,Dolphins,60,50,92,86,92,86,CB_MantoMan,64,48,15,55,60,45,70,83,Northern Iowa,11,41,Elijah,54,46,84,launch-ratings,22,74,17,18,56,Campbell,15,63,16,34,33,33,6,48,CampbellElijah_13522,8/24/95,Right,9726,35,65,13522,69,27,34,33,34,Short Stride Loose,26,0,62,65,86,published,29,61,60,12,6,6,6,6,27,10,900000,76,28,190,4,66
Fred Johnson,25,LT,79,Buccaneers,60,69,62,55,63,63,OT_Power,16,25,12,5,20,17,24,44,Florida,5,10,Fred,40,79,89,launch-ratings,74,14,13,14,10,Johnson,77,9,8,62,65,64,6,15,JohnsonFred_20664,6/5/97,Right,9530,10,10,20664,23,15,71,67,69,Long Stride Awkward,18,130000,15,10,81,published,22,84,31,6,6,6,6,6,12,10,1020000,83,25,326,3,14
Geno Smith,31,QB,75,Seahawks,60,70,80,79,81,74,QB_FieldGeneral,72,25,48,64,59,46,57,73,West Virginia,10,10,Geno,12,35,83,launch-ratings,7,63,15,20,15,Smith,25,18,20,20,20,24,66,18,SmithGeno_112,10/10/90,Right,6078,10,15,112,30,30,15,15,20,Long Stride Default,30,500000,48,67,76,published,56,58,38,28,69,72,81,74,85,73,3000000,87,35,221,9,25
Jack Stoll,24,TE,76,Eagles,60,62,83,83,77,86,TE_VerticalThreat,68,35,17,45,74,69,80,76,Nebraska,45,10,Jack,26,65,90,launch-ratings,89,65,18,24,46,Stoll,56,15,56,53,56,57,6,20,StollJack_21776,1/28/98,Right,1070,10,10,21776,39,57,60,56,61,Default,59,20000,78,62,84,published,58,68,34,13,6,10,17,10,33,10,2420000,85,65,247,1,19
